Target	Assoc	n
2145	sofra	bez	4
2146	sofra	ekmek	3
2147	sofra	ev	1
2148	sofra	geleneksel	1
2149	sofra	hazırlamak	1
2150	sofra	huzur	1
2151	sofra	iftar	2
2152	sofra	masa	3
2153	sofra	oturmak	1
2154	sofra	ramazan	1
2155	sofra	su	1
2156	sofra	sürahi	1
2157	sofra	tabak	3
2158	sofra	tepsi	1
2159	sofra	tuz	4
2160	sofra	yemek	57
2161	sofra	yer	5
2162	sofra	örtü	3
2163	solo	albüm	1
2164	solo	bale	1
2165	solo	beraber	1
2166	solo	bireysel	1
2167	solo	düet	2
2168	solo	gitar	1
2169	solo	grup	1
2170	solo	hız	1
2171	solo	kariyer	1
2172	solo	kağıt	7
2173	solo	keman	1
2174	solo	konser	2
2175	solo	koro	17
2176	solo	mendil	5
2177	solo	müzik	12
2178	solo	opera	1
2179	solo	oyun	1
2180	solo	peçete	4
2181	solo	sahne	1
2182	solo	solist	2
2183	solo	tek	19
2184	solo	yalnız	3
2185	solo	yalınlık	1
2186	solo	çok sesli	1
2187	solo	şarkı	12
2188	solo	şarkıcı	1
2189	soğan	acı	7
2190	soğan	bıçak	2
2191	soğan	cücük	1
2192	soğan	domates	1
2193	soğan	elem	1
2194	soğan	erkek	1
2195	soğan	fasulye	1
2196	soğan	gözyaşı	13
2197	soğan	gül	1
2198	soğan	kabuk	2
2199	soğan	koku	19
2200	soğan	kuru	1
2201	soğan	mutfak	1
2202	soğan	patates	1
2203	soğan	sarımsak	31
2204	soğan	sulanmak	1
2205	soğan	tat	1
2206	soğan	tuz	1
2207	soğan	yaş	1
2208	soğan	yemek	10
2209	soğan	yeşil	1
2210	soğan	yumruk	1
2211	soğan	yuvarlak	1
2212	standart	averaj	1
2213	standart	aynı	6
2214	standart	beden	3
2215	standart	belli	2
2216	standart	değer	1
2217	standart	dizayn	1
2218	standart	enstitü	6
2219	standart	eşit	1
2220	standart	eşya	1
2221	standart	geleneksel	1
2222	standart	genel	4
2223	standart	giysi	1
2224	standart	ideal	2
2225	standart	kalite	1
2226	standart	kalıp	1
2227	standart	klasik	1
2228	standart	koşul	1
2229	standart	kural	2
2230	standart	kurum	1
2231	standart	modifiye	1
2232	standart	monoton	1
2233	standart	norm	2
2234	standart	normal	6
2235	standart	olağan	2
2236	standart	orijinal	1
2237	standart	ortalama	4
2238	standart	sabit	2
2239	standart	sapma	10
2240	standart	seviye	2
2241	standart	sorun	1
2242	standart	sıkıcı	1
2243	standart	sınır	1
2244	standart	sıradan	9
2245	standart	tekdüze	6
2246	standart	uyum	2
2247	standart	vasat	1
2248	standart	zorunlu	3
2249	standart	çıta	1
2250	standart	ölçü	4
2251	standart	özel	1
2252	standart	üstün	1
2253	standart	şart	1
2254	suç	ceza	60
2255	suç	ceza evi	1
2256	suç	cinayet	3
2257	suç	dava	1
2258	suç	delil	1
2259	suç	dosya	1
2260	suç	gasp	2
2261	suç	günah	2
2262	suç	hapishane	6
2263	suç	kanun	1
2264	suç	karakol	2
2265	suç	katil	2
2266	suç	mahal	2
2267	suç	mahkeme	2
2268	suç	mahkum	1
2269	suç	ortak	3
2270	suç	polis	4
2271	suç	silah	1
2272	suç	suçlu	3
2273	suç	terör	1
2274	suç	örgüt	1
2275	süresiz	ahiret	1
2276	süresiz	aşk	1
2277	süresiz	belirsiz	3
2278	süresiz	boş vermek	1
2279	süresiz	daim	2
2280	süresiz	ders	1
2281	süresiz	devam	1
2282	süresiz	düşünce	1
2283	süresiz	ebedi	4
2284	süresiz	evren	1
2285	süresiz	ferah	1
2286	süresiz	hep	2
2287	süresiz	izin	1
2288	süresiz	kadro dışı	1
2289	süresiz	limitsiz	5
2290	süresiz	mutluluk	1
2291	süresiz	rahat	1
2292	süresiz	serbest	1
2293	süresiz	sonsuz	43
2294	süresiz	sürekli	3
2295	süresiz	sınırsız	11
2296	süresiz	toplam	1
2297	süresiz	tüketim	1
2298	süresiz	yayın	1
2299	süresiz	yaşam	3
2300	süresiz	zaman	5
2301	süresiz	ömür boyu	1
2302	süresiz	özgür	2
2303	tabanca	ateş	3
2304	tabanca	ağa	1
2305	tabanca	barut	1
2306	tabanca	cinayet	1
2307	tabanca	film	1
2308	tabanca	kan	1
2309	tabanca	katil	1
2310	tabanca	korku	3
2311	tabanca	kurşun	16
2312	tabanca	mermi	13
2313	tabanca	sap	1
2314	tabanca	ses	1
2315	tabanca	silah	23
2316	tabanca	soğuk	2
2317	tabanca	tetik	3
2318	tabanca	tüfek	3
2319	tabanca	vahşet	1
2320	tabanca	çekmek	1
2321	tabanca	öldürmek	1
2322	tabanca	ölüm	21
2323	tabanca	şarjör	1
2324	tabanca	şiddet	1
2325	takoz	alet	2
2326	takoz	angut	1
2327	takoz	araba	32
2328	takoz	ağır	1
2329	takoz	engel	8
2330	takoz	eski	1
2331	takoz	ezmek	1
2332	takoz	inşaat	1
2333	takoz	kamyon	7
2334	takoz	kanepe	1
2335	takoz	kapı	1
2336	takoz	kütük	2
2337	takoz	lastik	1
2338	takoz	motor	1
2339	takoz	odun	2
2340	takoz	otobüs	1
2341	takoz	pedal	2
2342	takoz	tahta	10
2343	takoz	tamirat	1
2344	takoz	taş	1
2345	takoz	tekerlek	9
2346	takoz	telefon	4
2347	takoz	terlik	1
2348	takoz	yokuş	5
2349	takoz	çekiç	4
2350	tane	adet	30
2351	tane	armut	1
2352	tane	ayrık	1
2353	tane	az	2
2354	tane	bezelye	2
2355	tane	bilye	2
2356	tane	bir	2
2357	tane	boncuk	2
2358	tane	buğday	1
2359	tane	draje	1
2360	tane	elma	5
2361	tane	fasulye	2
2362	tane	iki	1
2363	tane	ilaç	1
2364	tane	inci	1
2365	tane	kalem	2
2366	tane	kere	1
2367	tane	limon	1
2368	tane	miktar	3
2369	tane	mısır	1
2370	tane	nar	7
2371	tane	pirinç	1
2372	tane	sayı	6
2373	tane	tane	1
2374	tane	tek	10
2375	tane	tohum	1
2376	tane	çekirdek	1
2377	tane	üzüm	11
2378	tanıtım	afiş	2
2379	tanıtım	açıklama	1
2380	tanıtım	bilgi	1
2381	tanıtım	broşür	13
2382	tanıtım	demeç	1
2383	tanıtım	film	2
2384	tanıtım	fuar	3
2385	tanıtım	gala	1
2386	tanıtım	gazete	1
2387	tanıtım	gösteri	5
2388	tanıtım	hile	1
2389	tanıtım	hostes	1
2390	tanıtım	ilan	3
2391	tanıtım	ilk	1
2392	tanıtım	kılavuz	1
2393	tanıtım	manken	3
2394	tanıtım	organizasyon	1
2395	tanıtım	oryantasyon	5
2396	tanıtım	pazarlama	2
2397	tanıtım	prezantasyon	1
2398	tanıtım	promosyon	3
2399	tanıtım	reklam	29
2400	tanıtım	seminer	1
2401	tanıtım	sergi	5
2402	tanıtım	sevgili	1
2403	tanıtım	seyirci	1
2404	tanıtım	sunum	6
2405	tanıtım	tasarım	1
2406	tanıtım	toplantı	1
2407	tanıtım	turizm	1
2408	tanıtım	ürün	2
2409	televizyon	aile	1
2410	televizyon	anten	2
2411	televizyon	arkadaş	1
2412	televizyon	cam	5
2413	televizyon	dizi	15
2414	televizyon	ekran	5
2415	televizyon	eğlence	7
2416	televizyon	film	19
2417	televizyon	gürültü	1
2418	televizyon	haber	4
2419	televizyon	her şey	2
2420	televizyon	izleme	1
2421	televizyon	kanal	4
2422	televizyon	kumanda	1
2423	televizyon	kutu	3
2424	televizyon	magazin	1
2425	televizyon	masa	1
2426	televizyon	medya	1
2427	televizyon	monitör	1
2428	televizyon	oyun	1
2429	televizyon	program	2
2430	televizyon	radyo	5
2431	televizyon	reklam	3
2432	televizyon	renk	4
2433	televizyon	sehpa	1
2434	televizyon	ses	1
2435	televizyon	sinema	2
2436	televizyon	zaman kaybı	6
2437	toz	alerjik	2
2438	toz	bez	3
2439	toz	boya	1
2440	toz	bulut	4
2441	toz	burun	1
2442	toz	deterjan	1
2443	toz	duman	10
2444	toz	enkaz	1
2445	toz	eski	1
2446	toz	ev	2
2447	toz	gri	1
2448	toz	göz	1
2449	toz	halı	1
2450	toz	hapşırma	1
2451	toz	hastalık	1
2452	toz	hava	2
2453	toz	kir	16
2454	toz	kum	1
2455	toz	köy	1
2456	toz	mobilya	1
2457	toz	patlama	1
2458	toz	pis	7
2459	toz	pislik	7
2460	toz	raf	1
2461	toz	resim	1
2462	toz	sokak	1
2463	toz	su	1
2464	toz	süpürge	2
2465	toz	sıcak	1
2466	toz	tebeşir	2
2467	toz	temizlik	7
2468	toz	toprak	6
2469	toz	tüy	1
2470	toz	ufak	2
2471	toz	yol	2
2472	toz	zerre	4
2473	toz	çok	1
2474	toz	öksürük	1
2475	uçak	aza	1
2476	uçak	bedava	1
2477	uçak	beyaz	3
2478	uçak	bilet	2
2479	uçak	boşluk	1
2480	uçak	bulut	3
2481	uçak	düşmek	3
2482	uçak	espri	1
2483	uçak	gökyüzü	12
2484	uçak	hangar	1
2485	uçak	hava	8
2486	uçak	hava alanı	1
2487	uçak	hostes	2
2488	uçak	hız	3
2489	uçak	kalkış	1
2490	uçak	kanat	4
2491	uçak	kaza	3
2492	uçak	korku	1
2493	uçak	kuş	1
2494	uçak	metal	2
2495	uçak	oyuncak	1
2496	uçak	pervane	1
2497	uçak	pilot	8
2498	uçak	pist	1
2499	uçak	planör	1
2500	uçak	ses	1
2501	uçak	tayyare	1
2502	uçak	tedirginlik	1
2503	uçak	terminal	1
2504	uçak	uzak	1
2505	uçak	uçaksavar	1
2506	uçak	uçmak	2
2507	uçak	uçuş	3
2508	uçak	yolculuk	10
2509	uçak	yurtdışı	1
2510	uçak	yükseklik	7
2511	uçak	çaresizlik	1
2512	uçak	özgürlük	3
2513	uçak	ülke	1
2514	vali	adam	2
2515	vali	amir	1
2516	vali	başkan	3
2517	vali	belediye	1
2518	vali	burs	1
2519	vali	büyüklük	1
2520	vali	devlet	2
2521	vali	emir	1
2522	vali	fors	1
2523	vali	hükumet	3
2524	vali	idare	2
2525	vali	il	27
2526	vali	kaftan	1
2527	vali	kaymakam	27
2528	vali	konak	5
2529	vali	kortej	1
2530	vali	köy	1
2531	vali	kürsü	1
2532	vali	lider	1
2533	vali	makam	1
2534	vali	memur	1
2535	vali	politikacı	1
2536	vali	protokol	1
2537	vali	resmi	2
2538	vali	vilayet	1
2539	vali	yardımcı	2
2540	vali	yönetici	7
2541	vali	şehir	2
2542	vatan	anayurt	4
2543	vatan	asker	3
2544	vatan	bayrak	7
2545	vatan	bütünlük	1
2546	vatan	dünya	1
2547	vatan	ev	1
2548	vatan	gazete	1
2549	vatan	güzel	1
2550	vatan	harita	2
2551	vatan	hasret	1
2552	vatan	hürriyet	1
2553	vatan	insan	1
2554	vatan	kutsal	1
2555	vatan	kırmızı	1
2556	vatan	lisan	1
2557	vatan	memleket	3
2558	vatan	millet	27
2559	vatan	milliyetçi	1
2560	vatan	okul	1
2561	vatan	savaş	1
2562	vatan	sevgi	3
2563	vatan	toprak	16
2564	vatan	yaşam	1
2565	vatan	yer	1
2566	vatan	yurt	10
2567	vatan	çözüm	1
2568	vatan	özlem	1
2569	vatan	ülke	7
2570	virüs	asalak	1
2571	virüs	bakteri	6
2572	virüs	bilgisayar	27
2573	virüs	biyoloji	1
2574	virüs	bozmak	1
2575	virüs	bulaşıcı	2
2576	virüs	böcek	1
2577	virüs	cam	1
2578	virüs	grip	7
2579	virüs	güçlü	1
2580	virüs	hastalık	33
2581	virüs	ilaç	1
2582	virüs	insan	1
2583	virüs	kanser	1
2584	virüs	mikrop	10
2585	virüs	salgın	1
2586	virüs	soru	1
2587	virüs	tıp	2
2588	virüs	zarar	1
2589	virüs	ölüm	1
2590	yama	ayakkabı	1
2591	yama	bez	1
2592	yama	ceket	3
2593	yama	delik	1
2594	yama	dikiş	4
2595	yama	diz	1
2596	yama	ek	3
2597	yama	eksik	1
2598	yama	elbise	7
2599	yama	eski	6
2600	yama	fakir	4
2601	yama	fakirlik	3
2602	yama	fazlalık	1
2603	yama	futbol	1
2604	yama	giysi	6
2605	yama	gömlek	2
2606	yama	kapama	2
2607	yama	keloğlan	1
2608	yama	kot	2
2609	yama	kumaş	4
2610	yama	kırmızı	1
2611	yama	moda	1
2612	yama	pantolon	25
2613	yama	parasızlık	2
2614	yama	parça	1
2615	yama	renkli	1
2616	yama	sökük	1
2617	yama	tamir	1
2618	yama	toplama	1
2619	yama	yokluk	1
2620	yama	yırtık	9
2621	yama	çorap	2
2622	yarış	araba	17
2623	yarış	at	7
2624	yarış	atlet	2
2625	yarış	azim	1
2626	yarış	başarı	1
2627	yarış	birinci	7
2628	yarış	final	1
2629	yarış	galip	1
2630	yarış	hasar	1
2631	yarış	hayat	2
2632	yarış	heyecan	1
2633	yarış	hırs	10
2634	yarış	hız	3
2635	yarış	kazanmak	6
2636	yarış	koşmak	2
2637	yarış	koşu	5
2638	yarış	maraton	1
2639	yarış	mücadele	1
2640	yarış	müsabaka	1
2641	yarış	okul	1
2642	yarış	otomobil	2
2643	yarış	pist	1
2644	yarış	rakip	3
2645	yarış	ralli	2
2646	yarış	rekabet	8
2647	yarış	sporcu	1
2648	yarış	stres	1
2649	yarış	sınav	4
2650	yarış	varış	2
2651	yarış	yarışmacı	3
2652	yarış	zafer	1
2653	yarış	zor	1
2654	yatsı	akşam	1
2655	yatsı	cami	1
2656	yatsı	ezan	2
2657	yatsı	gece	6
2658	yatsı	ibadet	1
2659	yatsı	ikindi	1
2660	yatsı	karanlık	2
2661	yatsı	mum	2
2662	yatsı	namaz	76
2663	yatsı	sahur	1
2664	yatsı	sinema	1
2665	yatsı	televizyon	1
2666	yatsı	uyku	1
2667	yatsı	yaprak	1
2668	yatsı	yatak	1
2669	yatsı	yatma	1
2670	yatsı	zaman	1
2671	yeni	araba	4
2672	yeni	ayakkabı	5
2673	yeni	açık	1
2674	yeni	aşk	1
2675	yeni	değerli	1
2676	yeni	elbise	5
2677	yeni	eski	34
2678	yeni	ev	2
2679	yeni	eşya	2
2680	yeni	farklı	1
2681	yeni	giysi	1
2682	yeni	güzel	7
2683	yeni	gıcır gıcır	2
2684	yeni	hayat	1
2685	yeni	hediye	1
2686	yeni	heyecan	2
2687	yeni	ilk	3
2688	yeni	kalem	1
2689	yeni	kitap	1
2690	yeni	kullanılmamış	1
2691	yeni	kıyafet	4
2692	yeni	modern	1
2693	yeni	mükemmel	1
2694	yeni	okul	1
2695	yeni	parlak	2
2696	yeni	saç	1
2697	yeni	sevgili	1
2698	yeni	son model	1
2699	yeni	taze	1
2700	yeni	temiz	4
2701	yeni	temizlik	1
2702	yeni	tertemiz	2
2703	yeni	uyum	1
2704	yeni	yıl	1
2705	yeni	zafer	1
2706	yeni	özel	1
2707	yoga	bacak	2
2708	yoga	barış	1
2709	yoga	boş	1
2710	yoga	ders	4
2711	yoga	derya	1
2712	yoga	dinlenmek	5
2713	yoga	esneklik	1
2714	yoga	huzur	9
2715	yoga	meditasyon	20
2716	yoga	minder	3
2717	yoga	rahatlık	28
2718	yoga	ruh	1
2719	yoga	sakin	1
2720	yoga	sağlık	2
2721	yoga	sessizlik	2
2722	yoga	soğuk	1
2723	yoga	spor	10
2724	yoga	trans	2
2725	yoga	tütsü	3
2726	yoga	uçmak	2
2727	yoga	şekil	1
2728	yüzük	aksesuar	1
2729	yüzük	altın	4
2730	yüzük	anlam	1
2731	yüzük	bağlılık	1
2732	yüzük	bilezik	1
2733	yüzük	düğün	2
2734	yüzük	evlilik	36
2735	yüzük	gümüş	4
2736	yüzük	halka	2
2737	yüzük	kutu	1
2738	yüzük	kuyumcu	1
2739	yüzük	küpe	1
2740	yüzük	mücevher	1
2741	yüzük	nikah	1
2742	yüzük	nişan	24
2743	yüzük	parmak	6
2744	yüzük	pırlanta	3
2745	yüzük	söz	2
2746	yüzük	süs	1
2747	yüzük	takı	2
2748	yüzük	taş	2
2749	yüzük	yemin	1
2750	yüzük	yuvarlak	1
2751	yüzük	zehir	1
2752	zaman	akmak	2
2753	zaman	akıcı	1
2754	zaman	an	2
2755	zaman	dar	2
2756	zaman	değerli	1
2757	zaman	durdurulamaz	1
2758	zaman	düşünce	1
2759	zaman	ebediyet	1
2760	zaman	evren	1
2761	zaman	gelecek	1
2762	zaman	geçici	7
2763	zaman	görecelik	1
2764	zaman	gün	2
2765	zaman	hayat	2
2766	zaman	hız	1
2767	zaman	kayıp	1
2768	zaman	kısıtlı	1
2769	zaman	mekan	6
2770	zaman	modernite	1
2771	zaman	nakit	1
2772	zaman	okul	2
2773	zaman	saat	40
2774	zaman	saniye	2
2775	zaman	sonsuzluk	1
2776	zaman	sorun	1
2777	zaman	süre	2
2778	zaman	sıkışıklık	1
2779	zaman	sınav	1
2780	zaman	takvim	1
2781	zaman	tiyatro	1
2782	zaman	uzak	1
2783	zaman	vakit	4
2784	zaman	yaşam	2
2785	zaman	yetersizlik	1
2786	zaman	yitik	1
2787	zaman	çabukluk	1
2788	zaman	çağ	1
2789	zaman	ömür	1
2790	çehre	burun	4
2791	çehre	göz	3
2792	çehre	güzel	3
2793	çehre	güzellik	4
2794	çehre	ifade	2
2795	çehre	insan	3
2796	çehre	kişi	1
2797	çehre	kulak	1
2798	çehre	marş	3
2799	çehre	sakal	1
2800	çehre	sandalye	1
2801	çehre	siluet	1
2802	çehre	sima	3
2803	çehre	sivilce	1
2804	çehre	surat	9
2805	çehre	sıfat	1
2806	çehre	yanak	2
2807	çehre	yüz	56
2808	çehre	çene	1
2809	çömlek	antika	1
2810	çömlek	ateş	1
2811	çömlek	bakır	1
2812	çömlek	cenk	1
2813	çömlek	emek	1
2814	çömlek	eski	1
2815	çömlek	hayalet	1
2816	çömlek	kadın	1
2817	çömlek	kap	1
2818	çömlek	kazan	1
2819	çömlek	kil	3
2820	çömlek	kulp	1
2821	çömlek	köy	2
2822	çömlek	omlet	1
2823	çömlek	peynir	1
2824	çömlek	sanat	2
2825	çömlek	seramik	1
2826	çömlek	su	3
2827	çömlek	tabak	2
2828	çömlek	tarih	1
2829	çömlek	tas	1
2830	çömlek	tava	1
2831	çömlek	testi	4
2832	çömlek	toprak	15
2833	çömlek	torna	1
2834	çömlek	vazo	1
2835	çömlek	yemek	12
2836	çömlek	yoğurt	1
2837	çömlek	çamur	5
2838	çömlek	çanak	31
2839	çömlek	çorak	1
2840	övgü	abartma	1
2841	övgü	abartı	1
2842	övgü	aile	1
2843	övgü	alkış	3
2844	övgü	anne	1
2845	övgü	arkadaş	1
2846	övgü	baba	1
2847	övgü	başarı	14
2848	övgü	beğeni	1
2849	övgü	ders	1
2850	övgü	değer	2
2851	övgü	eleştiri	3
2852	övgü	gurur	12
2853	övgü	güven	1
2854	övgü	güzel	1
2855	övgü	iltifat	6
2856	övgü	keyif	2
2857	övgü	kibir	1
2858	övgü	kur	2
2859	övgü	kutlamak	1
2860	övgü	kız	1
2861	övgü	methiye	2
2862	övgü	mutluluk	4
2863	övgü	niteleme	1
2864	övgü	nitelik	1
2865	övgü	not	1
2866	övgü	saygı	1
2867	övgü	sevgi	3
2868	övgü	sevinç	3
2869	övgü	sövgü	3
2870	övgü	söz	1
2871	övgü	takdir	3
2872	övgü	utangaçlık	1
2873	övgü	utanma	1
2874	övgü	yargı	2
2875	övgü	yazı	1
2876	övgü	yergi	12
2877	övgü	çıkar	1
2878	övgü	örgü	1
2879	övgü	ün	1
2880	özet	analiz	1
2881	özet	anlam	1
2882	özet	bütün	1
2883	özet	ders	10
2884	özet	film	1
2885	özet	geniş	1
2886	özet	gereksinim	1
2887	özet	haber	1
2888	özet	hikaye	2
2889	özet	hisse	1
2890	özet	ilkokul	1
2891	özet	kitap	17
2892	özet	kişisellik	1
2893	özet	kolaylık	1
2894	özet	konu	2
2895	özet	kısa	30
2896	özet	makale	2
2897	özet	not	2
2898	özet	okumak	3
2899	özet	parça	1
2900	özet	roman	3
2901	özet	sadelik	1
2902	özet	sunum	1
2903	özet	sınır	1
2904	özet	uzun	2
2905	özet	yazma	1
2906	özet	yazı	1
2907	özet	ödev	8
2908	özet	örnek	1
2909	özet	öykü	1
2910	özlem	acı	2
2911	özlem	aile	1
2912	özlem	anne	3
2913	özlem	arkadaş	3
2914	özlem	ayrılık	2
2915	özlem	aşk	7
2916	özlem	baba	2
2917	özlem	bakış	1
2918	özlem	banka	1
2919	özlem	beklenti	1
2920	özlem	ev	5
2921	özlem	gurbet	9
2922	özlem	hasret	20
2923	özlem	hayal	1
2924	özlem	his	3
2925	özlem	ihtiyaç	1
2926	özlem	istek	5
2927	özlem	kavuşma	2
2928	özlem	kuzen	1
2929	özlem	merak	1
2930	özlem	nefret	1
2931	özlem	otobüs	1
2932	özlem	sabır	1
2933	özlem	sevgi	14
2934	özlem	sevgili	3
2935	özlem	sıla	3
2936	özlem	umut	1
2937	özlem	uzak	4
2938	özlem	şehir	1
2939	şiddetli	acı	1
2940	şiddetli	acılı	1
2941	şiddetli	ağrı	1
2942	şiddetli	ağır	4
2943	şiddetli	basınç	1
2944	şiddetli	darbe	1
2945	şiddetli	dayak	1
2946	şiddetli	deprem	9
2947	şiddetli	depresyon	1
2948	şiddetli	etkili	1
2949	şiddetli	fazla	1
2950	şiddetli	fırtına	4
2951	şiddetli	geçimsizlik	2
2952	şiddetli	güçlü	6
2953	şiddetli	hiddetli	1
2954	şiddetli	hırçın	1
2955	şiddetli	hızlı	1
2956	şiddetli	kar	3
2957	şiddetli	kasırga	3
2958	şiddetli	kavga	2
2959	şiddetli	korkunç	1
2960	şiddetli	korkutucu	1
2961	şiddetli	kuvvetli	2
2962	şiddetli	kötü	1
2963	şiddetli	parlama	2
2964	şiddetli	rüzgar	3
2965	şiddetli	sarsıcı	2
2966	şiddetli	sarsıntılı	2
2967	şiddetli	savaş	2
2968	şiddetli	sert	5
2969	şiddetli	ses	1
2970	şiddetli	sinir	1
2971	şiddetli	soğuk	1
2972	şiddetli	vurucu	2
2973	şiddetli	yavaş	1
2974	şiddetli	yağmur	14
2975	şiddetli	yağış	2
2976	şiddetli	yoğun	4
2977	şiddetli	yumruk	1
2978	şiddetli	zor	1
2979	şiddetli	çarpışma	1
2980	şiddetli	çok	2
2981	şiddetli	şimşek	3
